"triangles","roles","presentation_position","stimid","hm_rotations","decoydist","area1","area2","area3","NorthSouth1","NorthSouth2","NorthSouth3","EastWest1","EastWest2","EastWest3","orientation1","orientation2","orientation3","templatetype1","templatetype2","templatetype3","presentation1","presentation2","presentation3","ppntID","positionchosen","rolechosen","drawtime","responsetime","presentationsequence"
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":97.4679434480896,""height"":48.7339717240448,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":97.4679434480896,""y1"":0,""y2"":48.7339717240448,""y3"":0,""x2"":24.3669858620224}]","[""targ"",""comp"",""decoy""]","[1,0,2]","attraction0.95shapes001",0,"0.95",2500.000000000002,2500.000000000002,2374.9999999999977,50,100,48.7339717240448,100,50,97.4679434480896,0,1,0,"rightangle","rightangle","skew",1,0,2,"75072","2","decoy",1530025340430,1530025342414,35
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":102.46950765959599,""height"":51.234753829797995,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":102.46950765959599,""y1"":0,""y2"":51.234753829797995,""y3"":0,""x2"":51.234753829797995}]","[""targ"",""comp"",""decoy""]","[0,2,1]","winner1.05shapes000",0,"1.05",2500,2500,2625.0000000000005,50,100,51.234753829797995,100,50,102.46950765959599,0,1,0,"equilateral","equilateral","equilateral",0,2,1,"75072","1","decoy",1530025342414,1530025343774,36
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":97.4679434480896,""height"":48.7339717240448,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":97.4679434480896,""y1"":0,""y2"":48.7339717240448,""y3"":0,""x2"":48.7339717240448}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.95shapes100",0,"0.95",2499.999999999999,2500,2374.9999999999995,50,100,48.7339717240448,100,50,97.4679434480896,0,1,0,"skew","equilateral","equilateral",0,2,1,"75072","2","comp",1530025343774,1530025346775,37
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":47.4341649025257}]","[""targ"",""comp"",""decoy""]","[2,1,0]","attraction0.9shapes001",0,"0.9",2500.000000000002,2500.000000000002,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"rightangle","rightangle","equilateral",2,1,0,"75072","1","comp",1530025346775,1530025352168,38
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":97.4679434480896,""height"":48.7339717240448,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":97.4679434480896,""y1"":0,""y2"":48.7339717240448,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.95shapes012",0,"0.95",2500,2499.999999999999,2374.9999999999986,50,100,48.7339717240448,100,50,97.4679434480896,0,1,0,"equilateral","skew","rightangle",0,2,1,"75072","0","targ",1530025352168,1530025354864,39
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":52.4404424085075}]","[""targ"",""comp"",""decoy""]","[1,0,2]","winner1.1shapes012",0,"1.1",2499.999999999999,2500.000000000002,2749.999999999996,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"skew","rightangle","equilateral",1,0,2,"75072","2","decoy",1530025354864,1530025356521,40
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":97.5,""y1"":0,""y2"":51.2820512820513,""y3"":0,""x2"":24.375}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.025shapes000",0,"-0.025",2499.999999999999,2499.999999999999,2500.0000000000014,50,100,51.2820512820513,100,50,97.5,0,1,0,"skew","skew","skew",2,1,0,"75072","1","comp",1530025356521,1530025360672,41
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":26.22022120425375}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.1shapes010",0,"1.1",2499.999999999999,2500.000000000002,2749.999999999998,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"skew","rightangle","skew",1,2,0,"75072","1","decoy",1530025360672,1530025367993,42
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":97.4679434480896,""height"":48.7339717240448,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":97.4679434480896,""y1"":0,""y2"":48.7339717240448,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.95shapes010",0,"0.95",2500.000000000002,2499.999999999999,2374.9999999999986,50,100,48.7339717240448,100,50,97.4679434480896,0,1,0,"rightangle","skew","rightangle",0,2,1,"75072","1","decoy",1530025367993,1530025369489,43
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":47.5}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.05shapes012",0,"-0.05",2500.000000000002,2499.999999999999,2499.9999999999986,50,100,52.631578947368396,100,50,95,0,1,0,"rightangle","skew","equilateral",1,0,2,"75072","2","decoy",1530025369489,1530025372937,44
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":97.4679434480896,""height"":48.7339717240448,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":97.4679434480896,""y1"":0,""y2"":48.7339717240448,""y3"":0,""x2"":48.7339717240448}]","[""targ"",""comp"",""decoy""]","[2,0,1]","attraction0.95shapes000",0,"0.95",2500,2500,2374.9999999999995,50,100,48.7339717240448,100,50,97.4679434480896,0,1,0,"equilateral","equilateral","equilateral",2,0,1,"75072","2","comp",1530025372937,1530025375322,45
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":97.5,""y1"":0,""y2"":51.2820512820513,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.025shapes012",0,"-0.025",2499.999999999999,2500,2500.0000000000014,50,100,51.2820512820513,100,50,97.5,0,1,0,"skew","equilateral","rightangle",2,1,0,"75072","1","comp",1530025375322,1530025380315,46
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":97.5,""y1"":0,""y2"":51.2820512820513,""y3"":0,""x2"":24.375}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.025shapes001",0,"-0.025",2500,2500,2500.0000000000014,50,100,51.2820512820513,100,50,97.5,0,1,0,"equilateral","equilateral","skew",2,1,0,"75072","1","comp",1530025380315,1530025381403,47
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":26.22022120425375}]","[""targ"",""comp"",""decoy""]","[1,0,2]","winner1.1shapes001",0,"1.1",2500,2500,2749.999999999998,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"equilateral","equilateral","skew",1,0,2,"75072","2","decoy",1530025381403,1530025382915,48
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":85,""y1"":0,""y2"":58.823529411764696,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,2,1]","compromise-0.15shapes001",0,"-0.15",2500,2500,2499.9999999999995,50,100,58.823529411764696,100,50,85,0,1,0,"equilateral","equilateral","rightangle",0,2,1,"75072","2","comp",1530025382915,1530025386412,49
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":102.46950765959599,""height"":51.234753829797995,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":102.46950765959599,""y1"":0,""y2"":51.234753829797995,""y3"":0,""x2"":51.234753829797995}]","[""targ"",""comp"",""decoy""]","[0,1,2]","winner1.05shapes010",0,"1.05",2500,2500.000000000002,2625.0000000000005,50,100,51.234753829797995,100,50,102.46950765959599,0,1,0,"equilateral","rightangle","equilateral",0,1,2,"75072","2","decoy",1530025386412,1530025391124,50
